"","channelId","videoId","textDisplay","textOriginal","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus"
"183","UCUFgkRb0ZHc4Rpq15VRCICA","1-04z2uxxQ0","❤","❤","@PritamMaiti-pv7qe","https://yt3.ggpht.com/i3dKTGLn8vldJUFCHQFZ_ErIdJnC-Oz_vQIfXvCAykoikqR6nbOvWgLXWceaNkOhNSODEc4maRs=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@PritamMaiti-pv7qe","UCfLS2E9O4oEcRH7TE2cpN5w","TRUE","none","2","2024-09-29T16:02:24Z","2024-09-29T16:02:24Z","Ugwkn6ivI4IEdZio4eB4AaABAg",NA,NA
"184","UCUFgkRb0ZHc4Rpq15VRCICA","1-04z2uxxQ0","😘😘💸🥰🥺🥺👁️💸","😘😘💸🥰🥺🥺👁️💸","@UMER-qw7dw","https://yt3.ggpht.com/ytc/AIdro_kPqd3qHGj4Eoagr7eV5zC2LKQYZRx1bzPyjRIw4GkdlzPgCKafYCS7AsuxG1hYr-DHtg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@UMER-qw7dw","UC6rXasu0QJELg_mND407-Qw","TRUE","none","0","2024-09-29T16:02:23Z","2024-09-29T16:02:23Z","UgyFRLaLWTlok12rvF54AaABAg",NA,NA
"185","UCUFgkRb0ZHc4Rpq15VRCICA","1-04z2uxxQ0","His house is across the street from mine in Dalzell, SC... I met his family &quot;before&quot;... I promise they&#39;re humble and so were his beginnings.","His house is across the street from mine in Dalzell, SC... I met his family ""before""... I promise they're humble and so were his beginnings.","@ZekeValk","https://yt3.ggpht.com/ytc/AIdro_k9wQZrh2_e63VNmd9-31kzk37hEoo3cPBj3b59DJJmC1Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ZekeValk","UC1t4F9kWg3ZYrQCH8BQdG_A","TRUE","none","2","2024-10-01T15:43:53Z","2024-10-01T15:43:53Z","UgxpGYldHiNnirsKoJ94AaABAg.A9-c4r2Grd0A934AosHg6Y","UgxpGYldHiNnirsKoJ94AaABAg",NA
"186","UCUFgkRb0ZHc4Rpq15VRCICA","1-04z2uxxQ0","@@ZekeValkexactly. I’m from sumter too, he definitely came from humble beginnings.","@@ZekeValkexactly. I’m from sumter too, he definitely came from humble beginnings.","@Coachlyles","https://yt3.ggpht.com/fsOlmEyoPRelGy5wCeMGPn-B0zcONAB_chsU-J5MobxP1ovcORUYFyvEnyZLTCYKEOcqPbs8Zg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Coachlyles","UCwywF5hz3teJtgF24AR7U3g","TRUE","none","2","2024-10-03T11:45:46Z","2024-10-03T11:45:46Z","UgxpGYldHiNnirsKoJ94AaABAg.A9-c4r2Grd0A97nWYVOxEg","UgxpGYldHiNnirsKoJ94AaABAg",NA
"187","UCUFgkRb0ZHc4Rpq15VRCICA","1-04z2uxxQ0","Which one is it ??😊","Which one is it ??😊","@24rp84","https://yt3.ggpht.com/ytc/AIdro_kZ6cbUbjcoOyn5grWQpX2_moFQORy8IJVi3aApLa_6gA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@24rp84","UCqk4rhnnwNYGcamkTKGlGVQ","TRUE","none","0","2024-10-13T00:49:08Z","2024-10-13T00:49:08Z","UgwqMM9wWY29yYSt2-J4AaABAg.A9-DX5Tc2sUA9WNJviJ5y0","UgwqMM9wWY29yYSt2-J4AaABAg",NA
"188","UCUFgkRb0ZHc4Rpq15VRCICA","1-04z2uxxQ0","@@24rp84 Wash","@@24rp84 Wash","@MadFlavaHeavyFlow81","https://yt3.ggpht.com/ytc/AIdro_llR88USltrm7hzLWZbIL058BjuxdTkeoeMZJu0VOovAuk=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@MadFlavaHeavyFlow81","UCmO6oZXyRXC-xImUa8BdrlQ","TRUE","none","0","2024-10-13T01:46:41Z","2024-10-13T01:46:41Z","UgwqMM9wWY29yYSt2-J4AaABAg.A9-DX5Tc2sUA9WTuWQPu9G","UgwqMM9wWY29yYSt2-J4AaABAg",NA
"189","UCUFgkRb0ZHc4Rpq15VRCICA","1-04z2uxxQ0","@@24rp84 “Wash.”","@@24rp84 “Wash.”","@adammousel1","https://yt3.ggpht.com/ytc/AIdro_nq05ziu46cQtI6d4E7WSYxB6xATzCGghc_6q6F35U=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@adammousel1","UCrpuvqlqU_KuD90HfAuaanQ","TRUE","none","0","2024-10-13T02:36:22Z","2024-10-13T02:36:22Z","UgwqMM9wWY29yYSt2-J4AaABAg.A9-DX5Tc2sUA9WZaNNFJru","UgwqMM9wWY29yYSt2-J4AaABAg",NA
"190","UCUFgkRb0ZHc4Rpq15VRCICA","1-04z2uxxQ0","Wash.","Wash.","@joelvasquez6797","https://yt3.ggpht.com/ytc/AIdro_meVGGZoCcWYYyCzW5TGMjq6jCR75O3Oqzb9X_KksKita0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@joelvasquez6797","UCCQPxsT5DjBK0jC3UktxE1Q","TRUE","none","1","2024-10-13T12:57:44Z","2024-10-13T12:57:44Z","UgwqMM9wWY29yYSt2-J4AaABAg.A9-DX5Tc2sUA9XfhPFClZs","UgwqMM9wWY29yYSt2-J4AaABAg",NA
"191","UCUFgkRb0ZHc4Rpq15VRCICA","1-04z2uxxQ0","Yesssss bro","Yesssss bro","@matixstorm4905","https://yt3.ggpht.com/ytc/AIdro_nGp7Wu076gpFTQil-kFqbpZlbQE5bNAGboYWbMGxFvfsw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@matixstorm4905","UCeH-_KJcpGByP_HE3A0_bDg","TRUE","none","0","2024-10-18T20:13:29Z","2024-10-18T20:13:29Z","UgwqMM9wWY29yYSt2-J4AaABAg.A9-DX5Tc2sUA9kKYKkVRbC","UgwqMM9wWY29yYSt2-J4AaABAg",NA
"192","UCUFgkRb0ZHc4Rpq15VRCICA","1-04z2uxxQ0","What happened to him last year he brought it upon himself he should have done a commercial about hanging with the wrong crowd","What happened to him last year he brought it upon himself he should have done a commercial about hanging with the wrong crowd","@brother_Tennessee","https://yt3.ggpht.com/ytc/AIdro_lKBhn68GBT3Tq8hJkSFPO2FaPOwHab-WE_tSJfJfx531U=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@brother_Tennessee","UC3J-814V8z8YPkfQ-JRN6xQ","TRUE","none","0","2024-10-01T18:43:11Z","2024-10-01T18:43:11Z","Ugxtbrq3jU4OZJD_DoV4AaABAg.A8zx1gmusuzA93Oh4Ug-xQ","Ugxtbrq3jU4OZJD_DoV4AaABAg",NA
